Unique ID,Business Name,Type (Chain/Independent),Probability of Muslim Ownership,Category,Street,City,Zip Code,State/Region,Country,Phone Number,Website URL,Google Maps Link,Latitude,Longitude,Opening Hours,Facebook,Instagram,TikTok,Data Source
UK-ILF-008,Haroon Halal Meat,Independent,100%,Halal Groceries & Butchers,179 Ilford Ln,Ilford,IG1 2RT,,UK,+44 20 8553 5452,,https://www.google.com/maps/place/Haroon+Halal+Meat/data=!4m7!3m6!1s0x47d8a661212b9251:0x1d88460c75a0ebf5!8m2!3d51.552833!4d0.0736398!16s%2Fg%2F1tgkgk8_!19sChIJUZIrIWGm2EcR9eugdQxGiB0,51.5767196,0.0411216,Mon: 9 AM-8 PM? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-8 PM? | Sun: 9 AM-8 PM?,,,,Google Maps
UK-ILF-009,Islamabad Halal Butchers,Independent,100%,Halal Groceries & Butchers,251 Ilford Ln,Ilford,IG1 2SB,,UK,+44 20 8478 0552,,https://www.google.com/maps/place/Islamabad+Halal+Butchers/data=!4m7!3m6!1s0x47d8a666c1343f4d:0x7c517fadf44d429c!8m2!3d51.5508025!4d0.0747582!16s%2Fg%2F1td1cp8_!19sChIJTT80wWam2EcRnEJN9K1_UXw,51.5767196,0.0411216,Mon: 9 AM-7 PM? | Tue: 9 AM-7 PM? | Wed: 9 AM-7 PM? | Thu: 9 AM-7 PM? | Fri: 9 AM-7 PM? | Sat: 9 AM-7 PM? | Sun: 9 AM-6 PM?,,,,Google Maps
UK-ILF-010,Tariq Halal Meats,Independent,100%,Halal Groceries & Butchers,48 Ilford Ln,Ilford,IG1 2JY,,UK,+44 20 8911 8201,https://www.tariqhalalmeats.com/?utm_source=google&utm_medium=googleprofile&utm_campaign=tariq-halal-ilford&utm_id=ilford,https://www.google.com/maps/place/Tariq+Halal+Meats/data=!4m7!3m6!1s0x47d8a6600dc55555:0x655e3037b68d3243!8m2!3d51.5559444!4d0.0711358!16s%2Fg%2F11c503_6y9!19sChIJVVXFDWCm2EcRQzKNtjcwXmU,51.5559444,-0.000962,Mon: 8 AM-10 PM? | Tue: 8 AM-10 PM? | Wed: 8 AM-10 PM? | Thu: 8 AM-10 PM? | Fri: 8 AM-10 PM? | Sat: 8 AM-10 PM? | Sun: 8 AM-10 PM?,,,,Google Maps
UK-ILF-011,Noori Halal Butchers,Independent,100%,Halal Groceries & Butchers,219 Ilford Ln,Ilford,IG1 2RZ,,UK,+44 20 8911 8222,https://www.onlinemeatshop.com,https://www.google.com/maps/place/Noori+Halal+Butchers/data=!4m7!3m6!1s0x47d8a666cd993301:0x888f4e05dcb4bb66!8m2!3d51.5517069!4d0.0743613!16s%2Fg%2F1tksmmf_!19sChIJATOZzWam2EcRZru03AVOj4g,51.5767196,0.0411216,Mon: 9 AM-8 PM? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-8 PM? | Sun: 10 AM-7 PM?,,,,Google Maps
UK-ILF-012,Al Yasin Halal Meat,Independent,100%,Halal Groceries & Butchers,9 Claybury Broadway,Ilford,IG5 0LQ,,UK,+44 20 3859 0889,https://alyasinhalalmeat.com,https://www.google.com/maps/place/Al+Yasin+halal+meat/data=!4m7!3m6!1s0x47d8a6d79f86341b:0x95d2e647eae978f5!8m2!3d51.5900055!4d0.0499898!16s%2Fg%2F11n6yg8g0m!19sChIJGzSGn9em2EcR9Xjp6kfm0pU,51.5625829,-0.0091985,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 8:30 AM-7:30 PM?,,,,Google Maps
UK-ILF-013,Saeed Halal Butchers,Independent,100%,Halal Groceries & Butchers,125 Gordon Rd,Ilford,IG1 2XT,,UK,+44 20 3092 3997,,https://www.google.com/maps/place/Saeed+Halal+Butchers/data=!4m7!3m6!1s0x47d8a778e6e62b81:0xc616974808813d27!8m2!3d51.5533136!4d0.0876773!16s%2Fg%2F11swmfrbdd!19sChIJgSvm5nin2EcRJz2BCEiXFsY,51.5625829,-0.0091985,Mon: 9 AM-8 PM? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-8 PM? | Sun: 9 AM-8 PM?,,,,Google Maps
UK-ILF-014,Butt Halal Meat,Independent,100%,Halal Groceries & Butchers,152 Ilford Ln,Ilford,IG1 2LQ,,UK,+44 20 8220 7775,,https://www.google.com/maps/place/Butt+Halal+Meat/data=!4m7!3m6!1s0x47d8a6612db36387:0x7d3efd740693e36d!8m2!3d51.5525537!4d0.0733733!16s%2Fg%2F1hc1vbhkc!19sChIJh2OzLWGm2EcRbeOTBnT9Pn0,51.5625829,-0.0091985,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 8 AM-8 PM?,,,,Google Maps
UK-ILF-015,Mohammadi Halal Meat,Independent,100%,Halal Groceries & Butchers,343 Ley St,Ilford,IG1 4AA,,UK,+44 20 8553 9376,,https://www.google.com/maps/place/MOHAMMADI+HALAL+MEAT/data=!4m7!3m6!1s0x47d8a7ea083a7b99:0xc27dd33e18bebffb!8m2!3d51.5645123!4d0.0829127!16s%2Fg%2F11tcfc5vg2!19sChIJmXs6COqn2EcR-7--GD7TfcI,51.5625829,-0.0091985,Open · Closes 8 PM,,,,Google Maps
UK-LON-120,Hackney Meat Center London,Independent,,Halal Groceries & Butchers,12 Morning Ln,London,E9 6NA,,UK,+44 20 3222 5076,,https://www.google.com/maps/place/Hackney+Meat+Center+London/data=!4m7!3m6!1s0x48761d02b2cf84bd:0x1876f423a9916f15!8m2!3d51.5459386!4d-0.0541055!16s%2Fg%2F11ghtcwss7!19sChIJvYTPsgIddkgRFW-RqSP0dhg,51.5494857,-0.1268204,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 7 AM-7 PM?,,,,Google Maps
UK-LON-121,Kingsway Halal Butchers,Independent,100%,Halal Groceries & Butchers,7 Ridley Rd,London,E8 2NP,,UK,+44 20 7923 0314,,https://www.google.com/maps/place/Kingsway+Halal+Butchers/data=!4m7!3m6!1s0x48761c8d0856572d:0x69a6c1339607c0b8!8m2!3d51.548205!4d-0.074876!16s%2Fg%2F1w15yy17!19sChIJLVdWCI0cdkgRuMAHljPBpmk,51.5494857,-0.1268204,Mon: 7 AM-6:30 PM? | Tue: 7 AM-6:30 PM? | Wed: 7 AM-6:30 PM? | Thu: 7 AM-6:30 PM? | Fri: 7 AM-6:30 PM? | Sat: 7 AM-6:30 PM? | Sun: 8 AM-5:30 PM?,,,,Google Maps
UK-LON-122,Well St Butchers,Independent,,Halal Groceries & Butchers,100 Well St,London,E9 7JA,,UK,+44 20 3441 9730,,https://www.google.com/maps/place/Well+St+Butchers/data=!4m7!3m6!1s0x48761dcd5f1c3109:0x2a027226c0153f52!8m2!3d51.5409028!4d-0.0496703!16s%2Fg%2F11mvmhsxv4!19sChIJCTEcX80ddkgRUj8VwCZyAio,51.5494857,-0.1268204,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 8 AM-7 PM? | Sun: Closed?,,,,Google Maps
UK-LON-123,Mullas Halal Meats,Independent,100%,Halal Groceries & Butchers,83 Mare St,London,E8 4RG,,UK,+44 7903 758174,http://mullas.co.uk,https://www.google.com/maps/place/Mullas+Halal+Meats/data=!4m7!3m6!1s0x48761cbd560f473b:0x6d4465c19e6ccbc1!8m2!3d51.5372275!4d-0.0571806!16s%2Fg%2F1tfjkmcf!19sChIJO0cPVr0cdkgRwctsnsFlRG0,51.5494857,-0.1268204,Mon: 10 AM-7 PM? | Tue: 10 AM-7 PM? | Wed: 10 AM-7 PM? | Thu: 10 AM-7 PM? | Fri: 10 AM-7 PM? | Sat: 10 AM-7 PM? | Sun: 12-2 PM?,,,,Google Maps
UK-LON-124,Anadolu Butcher,Independent,,Halal Groceries & Butchers,410 Kingsland Rd,London,E8 4AA,,UK,+44 20 7254 2417,,https://www.google.com/maps/place/Anadolu+Butcher/data=!4m7!3m6!1s0x48761c93fc0c8087:0x798315400a802d75!8m2!3d51.5416713!4d-0.076035!16s%2Fg%2F11c4570d1z!19sChIJh4AM_JMcdkgRdS2ACkAVg3k,51.5494857,-0.1268204,Mon: 7 AM-7 PM? | Tue: 7 AM-7 PM? | Wed: 7 AM-7 PM? | Thu: 7 AM-7 PM? | Fri: 7 AM-7 PM? | Sat: 7 AM-7 PM? | Sun: 8 AM-6 PM?,,,,Google Maps
UK-LON-125,Super Butcher Hackney,Independent,,Halal Groceries & Butchers,52 Stoke Newington Rd,London,N16 7XB,,UK,+44 20 7241 4620,,https://www.google.com/maps/place/Super+Butcher+Hackney/data=!4m7!3m6!1s0x48761c8b8c9105bb:0xa53aba6716aba6b!8m2!3d51.5521715!4d-0.0748125!16s%2Fg%2F11c5fzszwx!19sChIJuwWRjIscdkgRa7pqcaarUwo,51.5494857,-0.1268204,Mon: 9 AM-7 PM? | Tue: 9 AM-7 PM? | Wed: 9 AM-7 PM? | Thu: 9 AM-7 PM? | Fri: 9 AM-7 PM? | Sat: 9 AM-9 PM? | Sun: 9 AM-9 PM?,,,,Google Maps
UK-LON-126,Paradise Halal Butchers London,Independent,100%,Halal Groceries & Butchers,31 Turnpike Ln,London,N8 0EP,,UK,+44 20 8348 2210,https://www.instagram.com/paradisehalalbutchers,https://www.google.com/maps/place/Paradise+Halal+Butchers+London/data=!4m7!3m6!1s0x48761bfab46778ab:0xf0c7f88bd67b5c6e!8m2!3d51.589616!4d-0.1057168!16s%2Fg%2F1tdzw5_x!19sChIJq3hntPobdkgRblx71ov4x_A,51.589616,-0.1778146,Mon: 8:30 AM-8:30 PM? | Tue: 8:30 AM-8:30 PM? | Wed: 8:30 AM-8:30 PM? | Thu: 8:30 AM-8:30 PM? | Fri: 8:30 AM-8:30 PM? | Sat: 8:30 AM-8:30 PM? | Sun: 8:30 AM-8:30 PM?,,https://www.instagram.com/paradisehalalbutchers,,Google Maps
UK-LON-127,Continental Halal Butcher,Independent,100%,Halal Groceries & Butchers,17 Turnpike Ln,London,N8 0EP,,UK,+44 20 8348 5250,,https://www.google.com/maps/place/Continental+Halal+Butcher/data=!4m7!3m6!1s0x48761bfab847975f:0x64c8b1cc403cbc51!8m2!3d51.5897884!4d-0.1051103!16s%2Fg%2F1tfkvs_y!19sChIJX5dHuPobdkgRUbw8QMyxyGQ,51.5897884,-0.1772081,Open · Closes 8:30 PM,,,,Google Maps
UK-WEM-008,Al Belal Halal Meat,Independent,100%,Halal Groceries & Butchers,17 St John's Rd,Wembley,HA9 7HU,,UK,+44 20 8902 9845,,https://www.google.com/maps/place/Al+Belal+Halal+Meat/data=!4m7!3m6!1s0x487612325b6af061:0x2e20c5b0213ab275!8m2!3d51.5535014!4d-0.296483!16s%2Fg%2F11n__7ztf9!19sChIJYfBqWzISdkgRdbI6IbDFIC4,51.5535014,-0.3685808,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 8 AM-7:30 PM?,,,,Google Maps
UK-LON-128,Haji Suleman Halal Butchers,Independent,100%,Halal Groceries & Butchers,102 High Rd,London,NW10 2PP,,UK,+44 20 8459 7274,,https://www.google.com/maps/place/Haji+Suleman+Halal+Butchers/data=!4m7!3m6!1s0x487611ae894556fd:0x2e9b540bd75c210f!8m2!3d51.5471522!4d-0.2312808!16s%2Fg%2F1td3l204!19sChIJ_VZFia4RdkgRDyFc1wtUmy4,51.5685511,-0.2801952,Open · Closes 8 PM,,,,Google Maps
UK-LON-129,Big Ben Halal Meats,Independent,100%,Halal Groceries & Butchers,,London,NW10 4NA,,UK,+44 20 8961 1377,,https://www.google.com/maps/place/Big+Ben+Halal+Meats/data=!4m7!3m6!1s0x487611b8405516b7:0x38a60a91820e38a6!8m2!3d51.5373094!4d-0.2486176!16s%2Fg%2F11sczmxvyh!19sChIJtxZVQLgRdkgRpjgOgpEKpjg,51.5373094,-0.3207154,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 8 AM-7 PM? | Sun: 8 AM-7 PM?,,,,Google Maps
UK-LON-130,The Meat House / West Ealing Meat Ltd,Independent,,Halal Groceries & Butchers,56 Broadway,London,W13 0SU,,UK,+44 20 3876 2248,https://themeathouse.uk.com,https://www.google.com/maps/place/The+Meat+House+%2F+West+Ealing+Meat+LTD/data=!4m7!3m6!1s0x48760d564640198b:0x10bd37cc63a78370!8m2!3d51.5106491!4d-0.322382!16s%2Fg%2F11gvzc8qz9!19sChIJixlARlYNdkgRcIOnY8w3vRA,51.5106491,-0.3944798,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 8 AM-8 PM?,,,,Google Maps
UK-LON-131,Meat Land,Independent,,Halal Groceries & Butchers,33 Broadway,London,W13 9DA,,UK,+44 7415 105555,,https://www.google.com/maps/place/Meat+Land/data=!4m7!3m6!1s0x48760562246bbf2f:0x19af9e426d0b17ce!8m2!3d51.5102946!4d-0.3228971!16s%2Fg%2F11vswfghsh!19sChIJL79rJGIFdkgRzhcLbUKerxk,51.5049602,-0.3778341,Open · Closes 8 PM,,,,Google Maps
UK-LON-132,Hanwell Halal Meat,Independent,100%,Halal Groceries & Butchers,147-149,London,W7 3ST,,UK,+44 20 8567 8317,https://hanwell-halal-meat.webflow.io,https://www.google.com/maps/place/Hanwell+Halal+Meat/data=!4m7!3m6!1s0x48760d7b8f463c97:0xe6c907ec0d153285!8m2!3d51.5089281!4d-0.337607!16s%2Fg%2F1tdndqsw!19sChIJlzxGj3sNdkgRhTIVDewHyeY,51.5106491,-0.3944798,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 8 AM-8 PM?,,,,Google Maps
UK-HOU-011,Adam Halal Meat And Fish,Independent,100%,Halal Groceries & Butchers,294 Bath Rd,Hounslow,TW4 7DN,,UK,+44 20 8577 3484,,https://www.google.com/maps/place/Adam+Halal+Meat+and+Fish/data=!4m7!3m6!1s0x487672d7dd9779bf:0x55331c71640582a4!8m2!3d51.4728472!4d-0.3865223!16s%2Fg%2F11f57dn4hr!19sChIJv3mX3ddydkgRpIIFZHEcM1U,51.4728472,-0.4586201,Mon: 8 AM-7:45 PM? | Tue: 8 AM-7:45 PM? | Wed: 8 AM-7:45 PM? | Thu: 8 AM-7:45 PM? | Fri: 8 AM-7:45 PM? | Sat: 8 AM-7:45 PM? | Sun: 8 AM-7 PM?,,,,Google Maps
UK-HOU-012,Kingsley Meats Ltd,Independent,,Halal Groceries & Butchers,Ground Floor,Hounslow,TW4 7HT,362 Bath Rd,UK,+44 20 3441 2901,,https://www.google.com/maps/place/Kingsley+Meats+Ltd/data=!4m7!3m6!1s0x48767302662886db:0x7f0292c51c167428!8m2!3d51.4735528!4d-0.3888723!16s%2Fg%2F11td47s_pt!19sChIJ24YoZgJzdkgRKHQWHMWSAn8,51.4735528,-0.4609701,Mon: 8 AM-8:30 PM? | Tue: 8 AM-8:30 PM? | Wed: 8 AM-8:30 PM? | Thu: 8 AM-8:30 PM? | Fri: 8 AM-8:30 PM? | Sat: 8 AM-8:30 PM? | Sun: 8 AM-8 PM?,,,,Google Maps
UK-HOU-013,Kingsley Meat Market,Independent,,Halal Groceries & Butchers,53 Kingsley Rd,Hounslow,TW3 1QB,,UK,+44 20 8572 2551,https://kingsleymeatmarket.co.uk,https://www.google.com/maps/place/Kingsley+Meat+Market/data=!4m7!3m6!1s0x48760d209b69c40d:0x6ebff73f113b74a1!8m2!3d51.4725555!4d-0.3561135!16s%2Fg%2F1tdg78fr!19sChIJDcRpmyANdkgRoXQ7ET_3v24,51.4725555,-0.4282113,Mon: 8:30 AM-8:30 PM? | Tue: 8:30 AM-8:30 PM? | Wed: 8:30 AM-8:30 PM? | Thu: 8:30 AM-8:30 PM? | Fri: 8:30 AM-8:30 PM? | Sat: 8:30 AM-8:30 PM? | Sun: 9 AM-8 PM?,,,,Google Maps
UK-LON-133,Adam Halal Way,Independent,100%,Halal Groceries & Butchers,275A Old Kent Rd,London,SE1 5LU,,UK,+44 20 7394 8111,http://adam-halal-way.edan.io,https://www.google.com/maps/place/Adam+Halal+Way/data=!4m7!3m6!1s0x4876036920da01b5:0xb86af21b23c2a82f!8m2!3d51.4891841!4d-0.0782648!16s%2Fg%2F1vn17_nm!19sChIJtQHaIGkDdkgRL6jCIxvyarg,51.4891841,-0.2224604,Mon: 9 AM-9 PM? | Tue: 9 AM-9 PM? | Wed: 9 AM-9 PM? | Thu: 9 AM-9 PM? | Fri: 9 AM-9 PM? | Sat: 9 AM-9 PM? | Sun: 9 AM-9 PM?,,,,Google Maps
UK-LON-134,Tariq Halal Meats - Old Kent Road,Independent,100%,Halal Groceries & Butchers,282,London,SE1 5UE,,UK,+44 20 3649 7157,https://www.tariqhalalmeats.com/?utm_source=google&utm_medium=googleprofile&utm_campaign=tariq-halal-old-kent-road&utm_id=old-kent-road,https://www.google.com/maps/place/Tariq+Halal+Meats+-+Old+Kent+Road/data=!4m7!3m6!1s0x487603d293721e67:0x7a95c370e3b4a916!8m2!3d51.4886644!4d-0.0778185!16s%2Fg%2F11vrr833b8!19sChIJZx5yk9IDdkgRFqm043DDlXo,51.4891841,-0.2224604,Mon: 9 AM-9 PM? | Tue: 9 AM-9 PM? | Wed: 9 AM-9 PM? | Thu: 9 AM-9 PM? | Fri: 9 AM-9 PM? | Sat: 9 AM-9 PM? | Sun: 9 AM-9 PM?,,,,Google Maps
UK-SOU-011,Penge Halal Meat Market And Grocers Or Penge Food Centre Ltd,Independent,100%,Halal Groceries & Butchers,,Southwark,,,UK,+44 20 8676 8388,,https://www.google.com/maps/place/Penge+Halal+Meat+Market+And+Grocers+or+Penge+Food+Centre+Ltd/data=!4m7!3m6!1s0x4876017161615c63:0x12283d0a2cf6d6e4!8m2!3d51.415402!4d-0.0543968!16s%2Fg%2F1tcv5spp!19sChIJY1xhYXEBdkgR5Nb2LAo9KBI,51.4891841,-0.2224604,,,,,Google Maps
UK-LON-135,Quality Halal Meat London,Independent,100%,Halal Groceries & Butchers,30 East St,London,SE17 2DN,,UK,+44 20 7703 2551,,https://www.google.com/maps/place/Quality+Halal+Meat+London/data=!4m7!3m6!1s0x4876036206c17b7f:0x208a2481bee5a895!8m2!3d51.4882952!4d-0.0935885!16s%2Fg%2F1hc1msk56!19sChIJf3vBBmIDdkgRlajlvoEkiiA,51.4891841,-0.2224604,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 8 AM-7 PM? | Sun: 8 AM-7 PM?,,,,Google Maps
UK-LON-136,Tariq Halal Meats - Holborn,Independent,100%,Halal Groceries & Butchers,183 Drury Ln,London,WC2B 5QF,,UK,+44 7424 443319,https://www.tariqhalalmeats.com/?utm_source=google&utm_medium=googleprofile&utm_campaign=tariq-halal-holborn&utm_id=holborn,https://www.google.com/maps/place/Tariq+Halal+Meats+-+Holborn/data=!4m7!3m6!1s0x48761bb261ecc855:0xcb442b93d93666eb!8m2!3d51.5158564!4d-0.1236603!16s%2Fg%2F11sf953xzf!19sChIJVcjsYbIbdkgR62Y22ZMrRMs,51.4891841,-0.2224604,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 8 AM-8 PM?,,,,Google Maps
UK-LON-137,Premium Halal Butchers,Independent,100%,Halal Groceries & Butchers,5 East St,London,SE17 2DJ,,UK,+44 20 3654 1177,https://premiumhalalbutchersukltd.com,https://www.google.com/maps/place/Premium+halal+butchers/data=!4m7!3m6!1s0x487605e025e90785:0xda65130461d89a67!8m2!3d51.487927!4d-0.0949631!16s%2Fg%2F11rw8_42sy!19sChIJhQfpJeAFdkgRZ5rYYQQTZdo,51.4891841,-0.2224604,Open · Closes 7:30 PM,,,,Google Maps
UK-LON-138,M.hallalway Butchers,Independent,,Halal Groceries & Butchers,250 Wandsworth Rd,London,SW8 2JS,,UK,+44 20 7738 8811,,https://www.google.com/maps/place/M.Hallalway+Butchers/data=!4m7!3m6!1s0x487604f8f1a966c7:0x6bbae2dffceed938!8m2!3d51.4747946!4d-0.1323847!16s%2Fg%2F1td7h690!19sChIJx2ap8fgEdkgRONnu_N_iums,51.4747946,-0.2765803,"Mon: 9 AM-8 PM? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-12 PM, 1:30-8 PM? | Sat: 9 AM-8 PM? | Sun: 9 AM-7 PM?",,,,Google Maps
UK-LON-139,Tariq Halal - Streatham Branch,Independent,100%,Halal Groceries & Butchers,14 Leigham Ave,London,SW16 1DR,,UK,+44 20 8664 7045,https://www.tariqhalalmeats.com/?utm_source=google&utm_medium=googleprofile&utm_campaign=tariq-halal-streatham&utm_id=streatham,https://www.google.com/maps/place/Tariq+Halal+-+Streatham+Branch/data=!4m7!3m6!1s0x48760424288c1971:0x45d4168f8ba6d28b!8m2!3d51.4352619!4d-0.1278848!16s%2Fg%2F11clwpl8gj!19sChIJcRmMKCQEdkgRi9Kmi48W1EU,51.4747946,-0.2765803,Mon: 9 AM-8 PM? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-7 PM? | Sun: 9 AM-7 PM?,,,,Google Maps
UK-LON-140,Al-noor Tulse Hill Halal Butchers & Grocer,Independent,100%,Halal Groceries & Butchers,202 Norwood Rd,London,SE27 9AU,,UK,+44 20 3952 4954,,https://www.google.com/maps/place/Al-Noor+Tulse+Hill+Halal+Butchers+%26+Grocer/data=!4m7!3m6!1s0x4876056364dade0d:0xa373a7077dd556a9!8m2!3d51.4392787!4d-0.1063959!16s%2Fg%2F11f67zsj_z!19sChIJDd7aZGMFdkgRqVbVfQenc6M,51.4747946,-0.2765803,Mon: 9 AM-7 PM? | Tue: 9 AM-7 PM? | Wed: 9 AM-7 PM? | Thu: 9 AM-7 PM? | Fri: 9 AM-7 PM? | Sat: 9 AM-7 PM? | Sun: 10 AM-4 PM?,,,,Google Maps
UK-LON-141,Penge Halal Meat Market And Grocers Or Penge Food Centre Ltd,Independent,100%,Halal Groceries & Butchers,188 Maple Rd,London,SE20 8HT,,UK,+44 20 8676 8388,,https://www.google.com/maps/place/Penge+Halal+Meat+Market+And+Grocers+or+Penge+Food+Centre+Ltd/data=!4m7!3m6!1s0x4876017161615c63:0x12283d0a2cf6d6e4!8m2!3d51.415402!4d-0.0543968!16s%2Fg%2F1tcv5spp!19sChIJY1xhYXEBdkgR5Nb2LAo9KBI,51.4747946,-0.2765803,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 8 AM-7 PM? | Sun: 9 AM-6 PM?,,,,Google Maps
UK-LON-142,Kola Butchers,Independent,,Halal Groceries & Butchers,164 Trafalgar Rd,London,SE10 9TZ,,UK,+44 7595 690112,https://m.facebook.com/kolabutchers,https://www.google.com/maps/place/Kola+Butchers/data=!4m7!3m6!1s0x47d8a914793f778b:0x91e9bed64af27032!8m2!3d51.4848651!4d0.0041875!16s%2Fg%2F11j26xtvk1!19sChIJi3c_eRSp2EcRMnDySta-6ZE,51.4848651,-0.1400081,Mon: 10 AM-7:30 PM? | Tue: 10 AM-7:30 PM? | Wed: 10 AM-7:30 PM? | Thu: 10 AM-7:30 PM? | Fri: 10 AM-7:30 PM? | Sat: 9:30 AM-7:30 PM? | Sun: 10 AM-6 PM?,https://m.facebook.com/kolabutchers,,,Google Maps
UK-LON-143,Tariq Halal Meats - St John's Wood,Independent,100%,Halal Groceries & Butchers,10 Lodge Rd,London,NW8 7JA,,UK,+44 20 7483 2938,https://www.tariqhalalmeats.com/?utm_source=google&utm_medium=googleprofile&utm_campaign=tariq-halal-st-johns-wood&utm_id=st-johns-wood,https://www.google.com/maps/place/Tariq+Halal+Meats+-+St+John%27s+Wood/data=!4m7!3m6!1s0x48761baba275b2fd:0xacdb144ed1eb063e!8m2!3d51.5295357!4d-0.167897!16s%2Fg%2F11sbz2k012!19sChIJ_bJ1oqsbdkgRPgbr0U4U26w,51.5295357,-0.3120926,Mon: 9 AM-10 PM? | Tue: 9 AM-10 PM? | Wed: 9 AM-10 PM? | Thu: 9 AM-10 PM? | Fri: 9 AM-10 PM? | Sat: 9 AM-10 PM? | Sun: 9 AM-10 PM?,,,,Google Maps
UK-CRO-011,Meat Wise,Independent,,Halal Groceries & Butchers,27 Church St,Croydon,CR0 1RH,,UK,+44 20 8688 1206,,https://www.google.com/maps/place/Meat+Wise/data=!4m7!3m6!1s0x487607312a432f1d:0xe9c98339c8deec94!8m2!3d51.3733936!4d-0.1021604!16s%2Fg%2F11g6vh412m!19sChIJHS9DKjEHdkgRlOzeyDmDyek,51.3733936,-0.1742582,Mon: 8 AM-6 PM? | Tue: 8 AM-6 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-6 PM? | Fri: 8 AM-6 PM? | Sat: 8 AM-6 PM? | Sun: 8 AM-5 PM?,,,,Google Maps
UK-BAR-002,Al Madinah Halal Butchers,Independent,100%,Halal Groceries & Butchers,Faircross Parade,Barking,IG11 8UW,,UK,+44 20 7998 6852,,https://www.google.com/maps/place/Al+Madinah+Halal+Butchers/data=!4m7!3m6!1s0x47d8a7ccecbf543b:0x2fc4b51bcfdfa67a!8m2!3d51.5458242!4d0.0942669!16s%2Fg%2F11j0ybhtn3!19sChIJO1S_7Myn2EcReqbfzxu1xC8,51.5524699,0.1042723,Mon: 9 AM-7:30 PM? | Tue: 9 AM-7:30 PM? | Wed: 9 AM-7:30 PM? | Thu: 9 AM-7:30 PM? | Fri: 9 AM-7:30 PM? | Sat: 9 AM-7:30 PM? | Sun: 9:30 AM-7 PM?,,,,Google Maps
UK-LON-001,Muslims Funeral Services Ltd,Independent,100%,Islamic Funeral Services,73 Mitcham Ln,London,SW16 6LY,,UK,+44 7852 268014,http://www.mfs.org.uk,https://www.google.com/maps/place/Muslims+Funeral+Services+Ltd/data=!4m7!3m6!1s0x487606a48a1a2fab:0x4a115d6928ac42be!8m2!3d51.4250304!4d-0.140124!16s%2Fg%2F11hbfklxyj!19sChIJqy8aiqQGdkgRvkKsKGldEUo,51.4250304,-0.4285151,Tue: Open 24 hours? | Wed: Open 24 hours? | Thu: Open 24 hours? | Fri: Open 24 hours? | Sat: Open 24 hours? | Sun: Open 24 hours? | Mon: Open 24 hours?,,,,Google Maps
